"","harga","tahun","mileage","variant","transmisi","warna","mesin","merk","model","penumpang","lokasi"
"1225",1.6e+08,2015,61382,"LIMITED EDITION","Automatic","Putih",1495,"Daihatsu","Terios",7,"DKI Jakarta » Tebet"
"1226",8.1e+07,2013,117500,"GL Arena","Manual","Silver",1493,"Suzuki","APV",8,"DKI Jakarta » Cakung"
"1227",1.09e+08,2010,102500,"S","Automatic","Silver",1495,"Toyota","Rush",5,"DKI Jakarta » Cakung"
"1228",1.05e+08,2010,120000,"G","Manual","Hitam",1298,"Toyota","Avanza",7,"DKI Jakarta » Cakung"
"1229",1.7e+08,2008,52500,"E60","Automatic","Hitam",2497,"BMW","523i",5,"DKI Jakarta » Permata Hijau"
"1230",1.2e+08,2012,72500,"TX","Automatic","Silver",1495,"Daihatsu","Terios",7,"Banten » Pondok Aren"
"1231",1.83e+08,2013,122500,"2","Manual","Silver",1997,"Honda","CR-V",5,"Jawa Barat » Bekasi Utara"
"1232",1.15e+08,2011,102500,"S Limited","Automatic","Silver",1497,"Toyota","Yaris",5,"Jawa Tengah » Semarang Selatan"
"1233",1.02e+08,2013,162500,"G","Automatic","Silver",1298,"Toyota","Avanza",7,"DKI Jakarta » Kelapa Gading"
"1234",1.02e+08,2012,52500,"1.4","Automatic","Merah",1390,"Volkswagen","Polo",5,"DKI Jakarta » Ulujami"
"1235",1.89e+08,2001,12500,"E46","Automatic","Biru",2494,"BMW","325i",5,"DKI Jakarta » Bintaro"
"1236",1.55e+08,2010,107500,"2.4 i-VTEC","Automatic","Hitam",2354,"Honda","CR-V",5,"DKI Jakarta » Setiabudi"
"1237",8.5e+07,2007,202500,"G","Automatic","Silver",1496,"Toyota","Vios",5,"Jawa Barat » Bekasi Timur"
"1238",1.15e+08,2003,131,"VTi-S Exclusive","Manual","Kuning",1668,"Honda","Civic",5,"Kepulauan Riau » Tanjung Pinang"
"1239",1.69e+08,2008,319548,"GLS","Manual","Hitam",2477,"Mitsubishi","Strada Triton",5,"Bengkulu » Curup"
"1240",152500000,2015,47500,"TX ADVENTURE","Manual","Abu-abu",1495,"Daihatsu","Terios",7,"DKI Jakarta » Pondok Kelapa"
"1241",1.49e+08,2016,62500,"G","Manual","Hitam",1329,"Toyota","Avanza",7,"Jawa Barat » Depok"
"1242",9.5e+07,2001,87500,"E39","Automatic","Silver",2494,"BMW","525i",5,"Banten » Tangerang"
"1243",2.17e+08,2012,37500,"SXT Luxury","Automatic","Hitam",2360,"Dodge","Journey",7,"DKI Jakarta » Jakarta Selatan"
"1244",1.19e+08,2018,16000,"G","Manual","Merah",1197,"Toyota","Calya",7,"Jawa Timur » Gampengrejo"
"1245",2.4e+08,2019,8660,"ULTIMATE","Automatic","Putih",1499,"Mitsubishi","Xpander",7,"Jawa Barat » Jaka Sampurna"
"1246",2.28e+08,2016,97500,"G","Automatic","Silver",1998,"Toyota","Kijang Innova",8,"Jawa Barat » Harapan Indah"
"1247",1.69e+08,2017,23000,"G","Automatic","Hitam",1495,"Toyota","Rush",5,"DKI Jakarta » Kebayoran Lama"
"1248",1.65e+08,2007,127500,"","Automatic","Hitam",2495,"Nissan","Elgrand",7,"DKI Jakarta » Kuningan"
"1249",9.5e+07,2015,62500,"Satya S","Manual","Putih",1198,"Honda","Brio",5,"Jawa Barat » Bekasi"
"1250",8.8e+07,2011,82500,"M Sport","Automatic","Ungu",1298,"Daihatsu","Sirion",5,"DKI Jakarta » Cakung"
"1251",5.5e+07,1997,190000,"SSX","Manual","Hijau",1781,"Toyota","Kijang",8,"Jawa Barat » Kiara Condong"
"1252",8.2e+07,2013,49000,"X","Automatic","Putih",998,"Daihatsu","Ayla",5,"Jawa Tengah » Solo"
"1253",9e+07,2013,119000,"GL","Manual","Hitam",1197,"Suzuki","Splash",5,"Jawa Barat » Klari"
"1254",2.03e+08,2016,42500,"RS","Automatic","Putih",1497,"Honda","Jazz",5,"Jawa Barat » Bekasi Timur"
"1255",2.35e+08,2013,45000,"2","Automatic","Putih",1997,"Honda","CR-V",5,"DKI Jakarta » Sunter"
"1256",1.42e+08,2016,54000,"R SPORTY","Manual","Putih",1329,"Daihatsu","Xenia",7,"Banten » Larangan"
"1257",9e+07,2010,40000,"Comfort Touring Autech","Automatic","Silver",1998,"Nissan","Serena",7,"DKI Jakarta » Palmerah"
"1258",77500000,1997,115000,"W210 3.2 Automatic","Automatic","Silver",3199,"Mercedes-Benz","E320",5,"Jawa Barat » Setiabudi"
"1259",4e+08,2011,70000,"Z","Automatic","Hitam",2362,"Toyota","Vellfire",7,"Sulawesi Selatan » Tallo"
"1260",1.62e+08,2013,587,"RS","Manual","Putih",1496,"Honda","Jazz",5,"DKI Jakarta » Pesanggarahan"
"1261",6.5e+07,2004,19200,"RH","Automatic","Hitam",1490,"Suzuki","Aerio",5,"Jawa Barat » Sukatani"
"1262",159500000,2013,57500,"E","Automatic","Abu-abu",1497,"Honda","Freed",7,"DKI Jakarta » Duren Sawit"
"1263",2.2e+08,2014,72500,"T31","Automatic","Hitam",1997,"Nissan","X-Trail",5,"DKI Jakarta » Setiabudi"
"1264",3.2e+08,2011,67500,"S","Automatic","Abu-abu",2362,"Toyota","Alphard",7,"DKI Jakarta » Kebayoran Baru"
"1265",1.23e+08,2007,62500,"V","Manual","Hitam",1998,"Toyota","Kijang Innova",8,"DKI Jakarta » Grogol"
"1266",9.9e+07,2014,42500,"D FMC","Automatic","Putih",1298,"Daihatsu","Sirion",5,"DKI Jakarta » Duren Sawit"
"1267",9e+07,2011,45000,"D","Manual","Putih",1298,"Daihatsu","Sirion",5,"Sulawesi Selatan » Alauddin"
"1268",1.3e+08,2016,90000,"GL","Manual","Putih",1373,"Suzuki","Ertiga",7,"Sulawesi Selatan » Makassar"
"1269",90500000,2010,147000,"R","Automatic","Hitam",1498,"Mazda","2",5,"DKI Jakarta » Kalimalang"
"1270",1.13e+08,2016,7500,"G","Manual","Putih",998,"Toyota","Agya",5,"Banten » Karawaci"
"1271",1e+08,2015,100200,"GL Arena","Manual","Silver",1493,"Suzuki","APV",8,"Banten » Bojong Nangka"
"1272",1.48e+08,2015,52000,"G","Automatic","Hitam",1497,"Toyota","Vios",5,"Banten » Villa Melati Mas"
"1273",7.7e+07,2009,143800,"XV","Automatic","Silver",1498,"Nissan","Grand Livina",7,"DKI Jakarta » Kebagusan"
"1274",6.86e+08,2018,7500,"S","Automatic","Putih",1998,"MINI","Cooper",4,"DKI Jakarta » Kebayoran Baru"
"1275",58500000,2003,107500,"G","Manual","Orange",1496,"Toyota","Vios",5,"DKI Jakarta » Rawamangun"
"1276",8.6e+07,2011,52500,"Trend","Manual","Silver",1388,"Ford","Fiesta",5,"DKI Jakarta » Cakung"
"1277",1.25e+08,2014,42500,"Titanium","Automatic","Hitam",1499,"Ford","EcoSport",5,"DKI Jakarta » Cakung"
"1278",1.55e+08,2018,38700,"GL","Manual","Silver",1373,"Suzuki","Ertiga",7,"Jawa Timur » Kenjeran"
"1279",1.35e+08,2015,92000,"G","Automatic","Hitam",1298,"Toyota","Avanza",7,"Jawa Timur » Wisma Permai"
"1280",2.65e+08,2015,50000,"2","Manual","Silver",1997,"Honda","CR-V",5,"Nangroe Aceh Darussalam » Muara Satu"
"1281",1.85e+09,2015,12500,"Full Spec E","Automatic","Hitam",4461,"Toyota","Land Cruiser",8,"Jawa Timur » Dharmahusada"
"1282",2.2e+08,2012,77500,"Sport","Automatic","Putih",1997,"BMW","320i",5,"DKI Jakarta » Kebon Sirih"
"1283",1.29e+08,2014,57500,"Sport","Manual","Merah",1498,"Ford","Fiesta",5,"Jawa Barat » Geger Kalong"
"1284",1.35e+08,2016,40000,"Satya E","Manual","Abu-abu",1198,"Honda","Brio",5,"Bali » Seminyak"
"1285",1.75e+08,2016,42500,"LT","Automatic","Putih",1796,"Chevrolet","Orlando",7,"DKI Jakarta » Jelambar"
"1286",2.6e+08,2008,128000,"Z","Automatic","Silver",2362,"Toyota","Vellfire",7,"Banten » Bintaro"
"1287",9e+07,2015,97000,"G","Automatic","Silver",998,"Toyota","Agya",5,"DKI Jakarta » Pondok Kopi"
"1288",8e+07,2012,24000,"1.2L","Manual","Silver",1198,"Nissan","March",5,"DKI Jakarta » Kebayoran Lama"
"1289",1.25e+08,2017,29000,"Satya E","Automatic","Merah",1199,"Honda","Brio",5,"Jawa Barat » Rawalumbu"
"1290",1.2e+08,2008,87500,"GT","Automatic","Abu-abu",2378,"Mitsubishi","Grandis",7,"DKI Jakarta » Rawamangun"
"1291",1.99e+08,2013,77500,"Grand Touring","Automatic","Hitam",2488,"Mazda","CX-5",5,"DKI Jakarta » Rawamangun"
"1292",8e+07,2016,40000,"X","Manual","Merah",998,"Daihatsu","Ayla",5,"Banten » Tangerang Kota"
"1293",1.33e+08,2011,132000,"1.5","Automatic","Abu-abu",1497,"Honda","Freed",7,"DKI Jakarta » Cakung"
"1294",6.5e+07,2004,224000,"XP60","Automatic","Hitam",1298,"Toyota","IST",5,"Bali » Denpasar"
"1295",1.13e+08,2013,136451,"GX Elegant","Automatic","Silver",1373,"Suzuki","Ertiga",7,"Banten » Ciater"
"1296",9.9e+07,2011,57500,"Trend","Automatic","Biru",1388,"Ford","Fiesta",5,"DKI Jakarta » Sunter"
"1297",1.4e+08,2008,182500,"G","Manual","Hijau",2494,"Toyota","Kijang Innova",8,"Jawa Barat » Cibinong"
"1298",7.5e+08,2011,12500,"987","Automatic","Merah",2893,"Porsche","Cayman",2,"DKI Jakarta » Lebak Bulus"
"1299",1.3e+08,2010,67500,"GE","Automatic","Abu-abu",1496,"Honda","Jazz",5,"DKI Jakarta » Ancol"
"1300",1.2e+08,2011,147730,"G","Manual","Hitam",1298,"Toyota","Avanza",7,"Banten » Serpong"
"1301",1.16e+08,2010,122500,"GT","Automatic","Abu-abu",2378,"Mitsubishi","Grandis",7,"DKI Jakarta » Puri Indah"
"1302",5.7e+07,1995,200000,"E36 2.0 Automatic","Automatic","Hijau",1991,"BMW","320i",5,"DKI Jakarta » Kalibata"
"1303",1.3e+08,2010,190000,"G","Manual","Hitam",1998,"Toyota","Kijang Innova",8,"Banten » Cilegon"
"1304",8.8e+07,2011,94000,"R","Automatic","Putih",1498,"Mazda","2",5,"Banten » Cikokol"
"1305",5e+07,1997,207500,"SX","Manual","Abu-abu",1781,"Toyota","Kijang",9,"Jawa Timur » Sidoarjo"
"1306",8e+07,2012,65000,"SE 3","Manual","Merah",1248,"KIA","Picanto",5,"Sulawesi Selatan » Makassar"
"1307",1.65e+08,2012,5000,"Premium Pack","Automatic","Putih",1598,"Peugeot","5008",7,"DKI Jakarta » Kebayoran Lama"
"1308",1.1e+08,2015,52500,"E","Manual","Silver",1197,"Toyota","Etios Valco",5,"Jawa Barat » Bandung"
"1309",1.15e+08,2012,116385,"S","Automatic","Putih",1498,"Mazda","2",5,"Nusa Tenggara Barat » Mataram"
"1310",1.57e+08,2007,107500,"240G","Automatic","Hitam",2362,"Toyota","Harrier",5,"DKI Jakarta » Cilandak"
"1311",8.2e+07,2012,52500,"SE 2","Automatic","Abu-abu",1248,"KIA","Picanto",5,"Jawa Barat » Bandung Kulon"
"1312",1.07e+08,2013,46000,"XV","Automatic","Silver",1498,"Nissan","Grand Livina",7,"DKI Jakarta » Kelapa Gading"
"1313",8.05e+08,2012,22000,"F06","Automatic","Putih",2979,"BMW","640i",5,"DKI Jakarta » Sudirman"
"1314",2.65e+08,2016,62500,"Autech","Automatic","Hitam",1997,"Nissan","Serena",7,"DKI Jakarta » Cengkareng"
"1315",2.15e+08,2015,56000,"E","Automatic","Silver",1497,"Honda","HR-V",5,"Jawa Barat » Jonggol"
"1316",1.9e+08,2015,32500,"V Luxury","Automatic","Abu-abu",1998,"Toyota","Kijang Innova",7,"Banten » Tangerang Kota"
"1317",2e+08,2014,133000,"GRAND TOURING","Manual","Hitam",2499,"Isuzu","Panther",7,"Jawa Barat » Gunung Putri"
"1318",7.2e+07,2003,190000,"RD","Automatic","Silver",1998,"Honda","CR-V",8,"DKI Jakarta » Cakung"
"1319",8.3e+07,2010,82500,"SV","Manual","Abu-abu",1498,"Nissan","Grand Livina",7,"Jawa Tengah » Lawiyan"
"1320",4.5e+07,2000,180000,"GLi","Manual","Biru",1498,"Toyota","Soluna",5,"Jawa Barat » Cileungsi"
"1321",1.25e+08,2016,37500,"G","Automatic","Abu-abu",1197,"Toyota","Calya",7,"DKI Jakarta » Kembangan"
"1322",2.3e+08,2013,135000,"VTi-L","Automatic","Hitam",NA,"Honda","Accord",5,"Banten » BSD"
"1323",149700000,2010,65000,"250XV","Automatic","Putih",2496,"Nissan","Teana",5,"Jawa Barat » Tambun"
"1324",9e+07,2005,297500,"GLS","Manual","Hitam",2477,"Mitsubishi","L200 Strada",5,"Jawa Tengah » Pringsurat"
"1325",4.1e+07,2006,81000,"ZL","Manual","Hitam",1295,"Daihatsu","Zebra",9,"Jawa Barat » Gunung Sindur"
"1326",1.6e+08,2011,99000,"2.4 i-VTEC","Automatic","Silver",2354,"Honda","CR-V",5,"Jawa Tengah » Manyaran"
"1327",8.4e+07,2005,100300,"Spirit S3","Manual","Hitam",2389,"Nissan","Terrano",5,"Jawa Timur » Malang Kota"
"1328",3.3e+08,2016,60000,"Prestige","Automatic","Putih",2354,"Honda","CR-V",5,"DKI Jakarta » Cijantung"
"1329",2.5e+08,2012,69900,"Exceed","Automatic","Hitam",2477,"Mitsubishi","Pajero Sport",7,"Sumatera Utara » Medan"
"1330",1.5e+08,2013,113000,"RX Red Edition","Automatic","Merah",1498,"Nissan","Juke",5,"Kalimantan Selatan » Banjar Baru"
"1331",4e+07,1990,100000,"","Manual","Hitam",970,"Suzuki","Katana",5,"Jawa Timur » Malang Kota"
"1332",1.57e+08,2012,88889,"C140","Automatic","Hitam",2384,"Chevrolet","Captiva",7,"Sumatera Utara » Medan Johor"
"1333",1.1e+09,2012,32500,"LC70 V8 4.5 Manual","Manual","Putih",4461,"Toyota","Land Cruiser",10,"Jawa Tengah » Solo"
"1334",4.59e+08,2005,77500,"V8","Automatic","Hitam",4663,"Toyota","Land Cruiser Cygnus",7,"DKI Jakarta » Sudirman"
"1335",5.25e+08,2008,12500,"V221","Automatic","Hitam",3498,"Mercedes-Benz","S350 L",5,"DKI Jakarta » Kebayoran Lama"
"1336",9.1e+08,2013,27500,"Sahara Unlimited","Automatic","Orange",3604,"Jeep","Wrangler",5,"DKI Jakarta » Sudirman"
"1337",9.8e+07,2015,24000,"M","Automatic","Hitam",998,"Daihatsu","Ayla",5,"Jawa Timur » Malang"
"1338",5.15e+08,2005,77500,"V8","Automatic","Putih",4663,"Toyota","Land Cruiser Cygnus",7,"DKI Jakarta » Kemang"
"1339",1.11e+09,2014,22500,"Rubicon Unlimited","Automatic","Coklat",3604,"Jeep","Wrangler",5,"DKI Jakarta » Permata Hijau"
"1340",6.5e+07,2015,71000,"T-Active","Manual","Putih",1198,"Datsun","GO",5,"Jawa Barat » Braga"
"1341",1.88e+08,2018,32000,"R","Automatic","Coklat",1496,"Daihatsu","Terios",7,"Banten » Serpong Summarecon"
"1342",1.95e+08,2009,137500,"Exceed","Automatic","Hitam",2477,"Mitsubishi","Pajero Sport",7,"Jawa Barat » Lengkong"
"1343",1.05e+08,2015,40000,"Satya E","Manual","Putih",1198,"Honda","Brio",5,"Jawa Barat » Buah Batu"
"1344",9.5e+07,2005,172500,"G","Automatic","Hitam",1998,"Toyota","Kijang Innova",8,"DKI Jakarta » Joglo"
"1345",3.5e+07,1989,117500,"2.0 Manual","Manual","Hitam",2000,"Volvo","740",5,"Banten » BSD City"
"1346",2.27e+08,2019,2800,"Sport","Automatic","Putih",1462,"Suzuki","Ertiga",7,"DKI Jakarta » Pasar Rebo"
"1347",1.75e+08,2016,21200,"E","Manual","Abu-abu",1497,"Honda","BR-V",7,"DKI Jakarta » Cilandak"
"1348",3.5e+07,1988,200000,"","Manual","Merah",1300,"Toyota","Starlet",5,"DKI Jakarta » Cilandak"
"1349",1.11e+08,2015,75000,"1.2L XS","Automatic","Merah",1198,"Nissan","March",5,"Jawa Barat » Karadenan"
"1350",9.4e+07,2012,27000,"D FMC","Automatic","Abu-abu",1298,"Daihatsu","Sirion",5,"DKI Jakarta » Sunrise"
"1351",8.7e+07,2006,187000,"i-DSI","Manual","Silver",1497,"Honda","Jazz",5,"Jawa Barat » Tarogong Kidul"
"1352",5.9e+07,2002,247500,"SX","Manual","Biru",1781,"Toyota","Kijang",9,"DKI Jakarta » Otista"
"1353",1.29e+08,2017,33000,"RS","Manual","Abu-abu",1199,"Honda","Brio",5,"Jawa Tengah » Purwokerto Utara"
"1354",7.1e+07,2015,102500,"GS Wagon R","Manual","Putih",998,"Suzuki","Karimun Wagon R",5,"DKI Jakarta » Otista"
"1355",9e+07,2013,100000,"A5B","Automatic","Abu-abu",1197,"Suzuki","Splash",5,"Jawa Barat » Ngamprah"
"1356",2.25e+08,2016,12500,"RS","Automatic","Putih",1497,"Honda","Jazz",5,"Jawa Tengah » Bae"
"1357",1.95e+08,2016,80000,"RS","Automatic","Hitam",1497,"Honda","Jazz",5,"Banten » Serpong Summarecon"
"1358",1.19e+08,2013,105000,"Ultimate","Automatic","Abu-abu",1498,"Nissan","Grand Livina",7,"Jawa Timur » Malang Kota"
"1359",1.23e+08,2013,95000,"Sport","Automatic","Putih",1498,"Ford","Fiesta",5,"Jawa Timur » Bululawang"
"1360",4.5e+07,2002,13000,"SY","Manual","Hitam",1493,"Suzuki","Baleno",5,"Jawa Barat » Telukpucung"
"1361",5.6e+07,2008,114000,"Estilo","Manual","Hitam",1061,"Suzuki","Karimun",5,"Jawa Barat » Singaparna"
"1362",2.2e+08,2014,134000,"G","Automatic","Putih",2494,"Toyota","Kijang Innova",8,"Banten » Karawaci"
"1363",47500000,2009,210000,"GL","Manual","Abu-abu",1495,"Hyundai","Avega",5,"Banten » Ciledug"
"1364",87500000,2005,297500,"E","Manual","Hijau",1998,"Toyota","Kijang Innova",8,"Banten » Serang"
"1365",2.1e+08,2009,100000,"Exceed","Automatic","Hitam",2477,"Mitsubishi","Pajero Sport",7,"Jawa Barat » Bekasi"
"1366",9e+07,2006,130,"VTEC","Automatic","Silver",1497,"Honda","Jazz",5,"Jawa Tengah » Klaten Tengah"
"1367",1.2e+08,2007,150000,"XLT","Manual","Silver",2499,"Ford","Everest",7,"Sulawesi Utara » Tuminting"
"1368",1.39e+08,2013,67500,"T31","Automatic","Silver",1997,"Nissan","X-Trail",5,"DKI Jakarta » Tomang"
"1369",1e+08,2009,100000,"2.8","Manual","Putih",2771,"Isuzu","Elf",16,"Jawa Barat » Bekasi"
"1370",3.3e+07,1993,200000,"","Automatic","Hitam",1468,"Mitsubishi","Lancer",4,"Jawa Barat » Jatimurni"
"1371",1.65e+08,2013,82500,"G","Manual","Emas",1998,"Toyota","Kijang Innova",8,"DKI Jakarta » Cipayung"
"1372",6.9e+07,2009,272500,"Option 2","Manual","Hitam",2665,"KIA","Travello",16,"DKI Jakarta » Otista"
"1373",1.97e+08,2015,37500,"RS","Automatic","Abu-abu",1497,"Honda","Jazz",5,"Jawa Timur » Blimbing"
"1374",9.5e+07,2001,128000,"E46","Automatic","Biru",1895,"BMW","318i",5,"DKI Jakarta » Tanjung Priok"
"1375",2.69e+08,2015,77000,"Prestige","Automatic","Putih",1799,"Honda","HR-V",5,"Jawa Barat » Limusnunggal"
"1376",8.7e+07,2005,39942,"VTEC","Automatic","Abu-abu",1497,"Honda","City",5,"Sumatera Selatan » Seberang Ulu II"
"1377",7.6e+07,1997,130000,"W210 3.2 Automatic","Automatic","Hitam",3199,"Mercedes-Benz","E320",5,"Jawa Barat » Ciomas"
"1378",1.24e+08,2011,15000,"SMART","Manual","Silver",2499,"Isuzu","Panther",7,"Jawa Tengah » Sambi"
"1379",1.1e+08,2012,59000,"Ultimate","Automatic","Abu-abu",1498,"Nissan","Grand Livina",7,"DKI Jakarta » Lebak Bulus"
"1380",1.12e+08,2012,77500,"Cross Over","Automatic","Putih",1490,"Suzuki","SX4",5,"DKI Jakarta » Rawamangun"
"1381",9.5e+07,2000,300000,"Krista","Manual","Biru",2446,"Toyota","Kijang",8,"Jawa Timur » Bareng"
"1382",1.48e+08,2017,75000,"G","Manual","Merah",1329,"Toyota","Avanza",7,"DKI Jakarta » Tebet"
"1383",7.95e+08,2015,29000,"G S C Package","Automatic","Hitam",2493,"Toyota","Alphard",7,"DKI Jakarta » Cipete"
"1384",7.3e+07,2004,217500,"G","Manual","Hitam",2362,"Toyota","Camry",5,"Jawa Barat » Jati Sampurna"
"1385",6.9e+07,2005,220000,"i-DSI","Manual","Emas",1497,"Honda","Jazz",5,"Banten » Tangerang Kota"
"1386",4e+08,2018,9000,"TRD","Automatic","Hitam",2393,"Toyota","Fortuner",7,"Banten » Cilegon"
"1387",1e+08,2008,100000,"","Manual","Putih",2771,"Isuzu","Elf",2,"DKI Jakarta » Cakung"
"1388",9.3e+07,2011,72800,"Xi","Automatic","Marun",1298,"Daihatsu","Xenia",7,"Jawa Timur » Semampir"
"1389",9.5e+07,2005,287500,"ZNE10","Automatic","Silver",1794,"Toyota","Wish",7,"DKI Jakarta » Ciputat"
"1390",1.57e+08,2013,78000,"G","Automatic","Silver",1798,"Toyota","Corolla Altis",5,"Jawa Barat » Cibiru"
"1391",3e+08,2014,130000,"G TRD","Manual","Hitam",2494,"Toyota","Fortuner",7,"Jawa Barat » Cibeunying Kidul"
"1392",1.45e+08,2018,60000,"GL","Manual","Putih",1462,"Suzuki","Ertiga",7,"DKI Jakarta » Joglo"
"1393",7.6e+07,2012,99000,"1.2L","Automatic","Silver",1198,"Nissan","March",5,"Jawa Barat » Bogor Timur"
"1394",1.03e+08,2010,120000,"G","Manual","Hitam",1298,"Toyota","Avanza",7,"Jawa Barat » Bekasi"
"1395",1.15e+08,2000,72500,"W220","Automatic","Silver",3199,"Mercedes-Benz","S320",5,"DKI Jakarta » Pantai Mutiara"
"1396",1.85e+08,2010,121000,"G","Automatic","Hitam",2494,"Toyota","Fortuner",7,"DKI Jakarta » Pondok Cabe"
"1397",167500000,2012,177500,"XLS+","Manual","Putih",2198,"Ford","Ranger",5,"Banten » Cipondoh"
"1398",1.67e+08,2012,120000,"RS","Manual","Putih",1496,"Honda","Jazz",5,"Yogyakarta » Yogyakarta"
"1399",7e+07,2002,250000,"G","Manual","Silver",1794,"Toyota","Corolla Altis",5,"DKI Jakarta » Jatiwaringin"
"1400",1.1e+08,2012,92500,"E","Automatic","Hitam",1497,"Toyota","Yaris",5,"Banten » Serpong Summarecon"
"1401",1.2e+08,2008,72500,"G","Automatic","Abu-abu",1998,"Toyota","Kijang Innova",8,"Jawa Barat » Bintara"
"1402",8e+07,2002,100000,"LGX","Manual","Biru",1781,"Toyota","Kijang",8,"Jawa Barat » Bekasi"
"1403",7.5e+07,2013,60000,"1.2L","Manual","Putih",1198,"Nissan","March",5,"Banten » Bintaro"
"1404",4.1e+08,2018,12500,"ES","Automatic","Hitam",1498,"Honda","Civic",5,"Banten » Gading Serpong"
"1405",7.8e+07,2016,87500,"GL Wagon R","Manual","Putih",998,"Suzuki","Karimun Wagon R",5,"Jawa Barat » Arcamanik"
"1406",1.4e+08,2008,99000,"Q","Automatic","Hitam",3456,"Toyota","Camry",5,"DKI Jakarta » Tangerang"
"1407",1.7e+08,2015,40000,"TRD Sportivo","Automatic","Merah",1497,"Toyota","Yaris",5,"DKI Jakarta » Kebayoran Lama"
"1408",7.4e+07,2003,175000,"VTi-S Exclusive","Automatic","Hitam",1668,"Honda","Civic",5,"DKI Jakarta » Matraman"
"1409",9e+07,2002,142500,"LGX","Manual","Silver",1998,"Toyota","Kijang",8,"DKI Jakarta » Duren Sawit"
"1410",7.2e+07,2015,27500,"T-OPTION","Manual","Putih",1198,"Datsun","GO+",7,"Jawa Barat » Cicendo"
"1411",1.95e+08,2014,57500,"TSI","Automatic","Putih",1390,"Volkswagen","Tiguan",5,"Banten » Bintaro"
"1412",8e+07,2014,60000,"TRD Sportivo","Manual","Putih",998,"Toyota","Agya",5,"DKI Jakarta » Kalideres"
"1413",1.37e+08,2016,167500,"Veloz","Automatic","Putih",1329,"Toyota","Avanza",7,"Jawa Barat » Bekasi"
"1414",4.5e+08,2013,92500,"GS","Automatic","Putih",2362,"Toyota","Alphard",7,"DKI Jakarta » Menteng"
"1415",1.95e+08,2015,46000,"G","Manual","Hitam",1998,"Toyota","Kijang Innova",8,"Jawa Timur » Patrang"
"1416",1e+08,2013,73000,"LTZ","Automatic","Abu-abu",1485,"Chevrolet","Spin",7,"Banten » Ciputat"
"1417",1.37e+08,2017,7500,"R SPORTY","Automatic","Putih",1329,"Daihatsu","Xenia",7,"DKI Jakarta » Mangga Besar"
"1418",2.4e+08,2013,72500,"Grand Touring","Automatic","Putih",2488,"Mazda","CX-5",5,"Jawa Timur » Kenjeran"
"1419",2.6e+08,2008,70000,"","Automatic","Hitam",2362,"Toyota","Alphard",7,"DKI Jakarta » Cilandak"
"1420",2.25e+08,2012,37500,"250G","Automatic","Hitam",2499,"Toyota","Mark X",5,"DKI Jakarta » Radio Dalam"
"1421",3e+08,2019,2500,"LT Lux Exclusive","Automatic","Merah",1451,"Wuling","Almaz",5,"DKI Jakarta » Cilandak"
"1422",1.38e+08,2011,102500,"X-Tremer","Automatic","Hitam",2488,"Nissan","X-Trail",5,"DKI Jakarta » Rawamangun"
"1423",1.17e+08,2014,100000,"GX","Manual","Abu-abu",1372,"Suzuki","Swift",5,"Banten » Pamulang Barat"
"1424",1.12e+08,2017,112500,"R","Manual","Putih",1197,"Daihatsu","Sigra",7,"Jawa Timur » Sidoarjo"
"1425",1.6e+08,2015,22500,"G","Manual","Abu-abu",1497,"Toyota","Yaris",5,"Banten » BSD City"
"1426",1.05e+08,2012,95447,"SV","Manual","Abu-abu",1498,"Nissan","Grand Livina",7,"Jawa Barat » Tanah Sareal"
"1427",1.75e+08,2016,47500,"AKK","Automatic","Abu-abu",1491,"Suzuki","SX4 S-Cross",5,"DKI Jakarta » Tanjung Priok"
"1428",1.35e+08,2017,6700,"Satya E","Automatic","Putih",1199,"Honda","Brio",5,"Banten » Pusat Kota Tangerang"
"1429",9.3e+07,2016,62500,"X","Automatic","Putih",998,"Daihatsu","Ayla",5,"Jawa Timur » Nirwana Eksekutif-Wonorejo Permai"
"1430",6.9e+07,1997,160000,"E36 2.5 Manual","Manual","Hitam",2494,"BMW","323i",5,"Jawa Barat » Harapan Baru"
"1431",1.77e+08,2017,40000,"CUSTOM","Automatic","Putih",1495,"Daihatsu","Terios",7,"DKI Jakarta » Pasar Minggu"
"1432",1.17e+08,2017,52500,"TRD","Manual","Merah",1197,"Toyota","Agya",5,"DKI Jakarta » Plumpang"
"1433",1.17e+08,2012,52500,"","Manual","Kuning",3908,"Mitsubishi","Colt",2,"Riau » Rupat Utara"
"1434",7e+07,2004,111000,"VTi","Automatic","Silver",NA,"Honda","Accord",5,"Jawa Barat » Kaliabang"
"1435",5.9e+07,2004,202500,"Li","Manual","Silver",989,"Daihatsu","Xenia",7,"Jawa Timur » Lakarsantri"
