"","harga","tahun","mileage","variant","transmisi","warna","mesin","merk","model","penumpang","lokasi"
"1008",9e+07,2002,212500,"Krista","Manual","Silver",2446,"Toyota","Kijang",8,"DKI Jakarta » Otista"
"1009",1.88e+08,2012,112500,"2.4 i-VTEC","Automatic","Hitam",2354,"Honda","CR-V",5,"DKI Jakarta » Pulo Gebang"
"1010",1.63e+08,2015,110000,"TX","Manual","Hitam",1495,"Daihatsu","Terios",7,"Jawa Timur » Sukodono"
"1011",6.5e+07,2004,297500,"LX","Manual","Silver",1781,"Toyota","Kijang",9,"DKI Jakarta » Otista"
"1012",5.9e+07,2000,122500,"VTi-Limited","Automatic","Biru",NA,"Honda","Accord",5,"DKI Jakarta » Otista"
"1013",3.6e+07,2003,120000,"GLS","Manual","Silver",NA,"Hyundai","Accent Verna",5,"Banten » Graha Raya Bintaro"
"1014",1.65e+08,2015,53000,"TRD Sportivo","Automatic","Abu-abu",1497,"Toyota","Yaris",5,"Jawa Tengah » Cilacap Tengah"
"1015",1.65e+08,2018,7316,"G","Automatic","Coklat",1329,"Toyota","Avanza",7,"DKI Jakarta » Gatot Subroto"
"1016",4.4e+08,2013,52500,"ZG","Automatic","Hitam",2362,"Toyota","Vellfire",7,"DKI Jakarta » Pademangan"
"1017",1.34e+08,2006,87500,"","Automatic","Silver",2597,"Mercedes-Benz","E240",5,"DKI Jakarta » Radio Dalam"
"1018",7.2e+07,2012,77500,"1.2L","Manual","Putih",1198,"Nissan","March",5,"Jawa Barat » Medan Satria"
"1019",1.05e+08,2016,42500,"STD BOX","Manual","Hitam",1495,"Daihatsu","Gran Max",3,"DKI Jakarta » Matraman"
"1020",2.28e+08,2014,57500,"V","Automatic","Hitam",2494,"Toyota","Camry",5,"DKI Jakarta » Matraman"
"1021",16800000,1995,32500,"","Manual","Hitam",1300,"Daihatsu","Zebra",7,"Jawa Barat » Cirebon"
"1022",2.65e+08,2004,113000,"","Automatic","Hitam",2597,"Mercedes-Benz","E240",5,"DKI Jakarta » Pondok Gede"
"1023",5.5e+08,2016,5992,"Avantgarde","Automatic","Hitam",1991,"Mercedes-Benz","C200",5,"DKI Jakarta » Kelapa Gading"
"1024",9.5e+07,2004,162500,"i-DSI","Manual","Merah",1497,"Honda","Jazz",5,"Jawa Barat » Bandung"
"1025",92500000,2014,57500,"E","Manual","Silver",1298,"Toyota","Avanza",7,"Kalimantan Timur » Talisayan"
"1026",1.35e+08,2015,42500,"GL","Automatic","Putih",1373,"Suzuki","Ertiga",7,"Jawa Barat » Antapani"
"1027",1.45e+08,2009,87500,"FD","Manual","Abu-abu",1799,"Honda","Civic",5,"Jawa Timur » Lebak"
"1028",6.1e+07,1996,152500,"E36 1.8 Manual","Manual","Biru",1796,"BMW","318i",5,"DKI Jakarta » Kalimalang"
"1029",2.8e+08,2004,42500,"High Power","Manual","Hitam",1308,"Mazda","RX-8",4,"Jawa Timur » Lebak"
"1030",225500000,2019,12500,"RS","Automatic","Abu-abu",1497,"Honda","Jazz",5,"Jawa Barat » Cicalengka"
"1031",6.5e+07,2009,400000,"","Manual","Silver",1500,"Toyota","Limo",5,"DKI Jakarta » Kramat Jati"
"1032",2.7e+07,1995,120000,"","Manual","Biru",1600,"Suzuki","Esteem",5,"Banten » Graha Raya Bintaro"
"1033",1.68e+08,2017,55000,"CUSTOM","Automatic","Putih",1495,"Daihatsu","Terios",7,"DKI Jakarta » Tanah Kusir"
"1034",7.8e+07,2005,82581,"G","Automatic","Hitam",2362,"Toyota","Camry",5,"Jawa Timur » Banyakan"
"1035",1.4e+08,2016,42500,"R","Manual","Hitam",1329,"Daihatsu","Xenia",7,"Jawa Timur » Klampis"
"1036",3.8e+07,1996,250000,"","Manual","Putih",1600,"Toyota","Corolla",5,"Banten » Graha Raya Bintaro"
"1037",1.25e+08,2017,34000,"X","Automatic","Hitam",1329,"Daihatsu","Xenia",7,"DKI Jakarta » Pademangan"
"1038",1.16e+08,2015,62500,"R DLX","Manual","Abu-abu",1298,"Daihatsu","Xenia",7,"DKI Jakarta » Pulo Gebang"
"1039",3e+08,2014,157000,"High Grade Commuter","Manual","Putih",2494,"Toyota","Hiace",16,"Bali » Mengwi"
"1040",1.07e+08,2015,67500,"Satya E","Manual","Putih",1198,"Honda","Brio",5,"Jawa Tengah » Buaran"
"1041",1.2e+08,2014,122500,"M DLX","Manual","Silver",989,"Daihatsu","Xenia",7,"Jawa Timur » Sumbersari"
"1042",1.2e+08,2008,67500,"CM","Automatic","Hitam",2656,"Hyundai","Santa Fe",5,"Jawa Timur » Mulyorejo"
"1043",4e+07,2012,297500,"FLX","Automatic","Silver",1322,"Proton","Saga",5,"DKI Jakarta » Bintaro"
"1044",4.05e+08,2017,35000,"VRZ","Automatic","Hitam",2393,"Toyota","Fortuner",7,"DKI Jakarta » Bintaro"
"1045",79900000,2007,130000,"JLX","Automatic","Hitam",1995,"Suzuki","Grand Vitara",5,"Banten » Graha Raya Bintaro"
"1046",2.7e+08,2017,10000,"G","Manual","Hitam",1998,"Toyota","Kijang Innova",8,"Jawa Timur » Kaliwates"
"1047",79500000,2016,52500,"T-OPTION","Manual","Putih",1198,"Datsun","GO+",7,"Jawa Barat » Baleendah"
"1048",5.5e+08,2013,26235,"T75","Automatic","Merah",1598,"Peugeot","RCZ",4,"Sulawesi Selatan » Biring Kanaya"
"1049",1.5e+08,2016,37500,"Dreza","Manual","Hitam",1373,"Suzuki","Ertiga",7,"Jawa Barat » Cilodong"
"1050",3.35e+08,2017,29501,"V","Automatic","Hitam",2393,"Toyota","Kijang Innova",8,"DKI Jakarta » Bintaro"
"1051",1.69e+08,2018,5126,"GL","Manual","Putih",1462,"Suzuki","Ertiga",7,"Banten » Tangerang Kota"
"1052",1.2e+08,2015,2000,"G","Manual","Hitam",1298,"Toyota","Avanza",7,"DKI Jakarta » Taman Mini"
"1053",1.98e+08,2004,52500,"E53","Automatic","Silver",2979,"BMW","X5",5,"Banten » Alam Sutera"
"1054",149500000,2004,107500,"","Automatic","Hitam",1796,"Mercedes-Benz","E200K",5,"DKI Jakarta » Pondok Kopi"
"1055",2.1e+08,2018,15000,"RS","Automatic","Putih",1496,"Honda","Mobilio",7,"Jawa Barat » Villa Nusa Indah V"
"1056",1.07e+08,2013,72500,"X-Gear","Automatic","Silver",1498,"Nissan","Livina X-Gear",5,"DKI Jakarta » Pasar Rebo"
"1057",450100000,2019,1000,"VL","Automatic","Abu-abu",2488,"Nissan","Terra",7,"Jawa Barat » Sawangan"
"1058",1.83e+08,2013,102500,"FB","Automatic","Silver",1798,"Honda","Civic",5,"Banten » Serpong Summarecon"
"1059",6.5e+07,2002,148500,"FGX","Manual","Silver",1498,"Daihatsu","Taruna",7,"DKI Jakarta » Kalisari"
"1060",8e+07,2009,42500,"Li FAMILY","Manual","Merah",989,"Daihatsu","Xenia",7,"Jawa Barat » Indramayu"
"1061",8e+07,2011,77500,"SV","Automatic","Hitam",1498,"Nissan","Grand Livina",7,"DKI Jakarta » Lebak Bulus"
"1062",4.9e+08,2008,59100,"","Automatic","Biru",3598,"Porsche","Cayenne",5,"DKI Jakarta » Pantai Indah Kapuk"
"1063",7.2e+07,2010,205000,"GL","Manual","Marun",1197,"Suzuki","Splash",5,"Jawa Barat » Subang"
"1064",7.3e+07,2010,150000,"1.8 SEi","Automatic","Abu-abu",1834,"Mitsubishi","Lancer",5,"Banten » Citra Raya"
"1065",1.38e+08,2017,37500,"GX","Automatic","Abu-abu",1373,"Suzuki","Ertiga",7,"DKI Jakarta » Cawang"
"1066",3.6e+08,2013,77500,"G G","Automatic","Putih",2362,"Toyota","Alphard",7,"Jawa Barat » Kopo"
"1067",6e+07,2013,60000,"","Manual","Putih",1496,"Toyota","Etios",5,"Jawa Barat » Bogor Utara"
"1068",2.1e+08,2017,45101,"Q","Automatic","Silver",1497,"Toyota","Sienta",7,"DKI Jakarta » Duren Sawit"
"1069",1.28e+08,2014,100,"E","Manual","Biru",1496,"Honda","Mobilio",7,"Jawa Timur » Buduran"
"1070",1.09e+08,2003,54000,"E46","Automatic","Biru",1995,"BMW","318i",5,"Jawa Barat » Padalarang"
"1071",1.4e+08,2011,66000,"C140","Automatic","Silver",2384,"Chevrolet","Captiva",7,"Jawa Barat » Bogor Kota"
"1072",1.45e+08,2011,107500,"2.0 i-VTEC","Automatic","Putih",1997,"Honda","CR-V",5,"DKI Jakarta » Kembangan"
"1073",1.35e+08,2001,37000,"W220","Automatic","Hitam",2799,"Mercedes-Benz","S280",5,"DKI Jakarta » Pesanggarahan"
"1074",199999000,2012,202500,"G Luxury","Automatic","Hitam",2694,"Toyota","Fortuner",7,"Banten » Lippo Karawaci"
"1075",2.8e+08,2018,32000,"G","Automatic","Putih",1998,"Toyota","Kijang Innova",8,"Banten » Curug"
"1076",1.15e+08,2012,62053,"G","Manual","Silver",1298,"Toyota","Avanza",7,"DKI Jakarta » Kembangan"
"1077",2.1e+08,2015,72500,"V","Automatic","Hitam",1798,"Toyota","Corolla Altis",5,"Banten » BSD"
"1078",1.37e+08,2012,51000,"G","Manual","Putih",1495,"Toyota","Rush",5,"Banten » Ciledug"
"1079",3.75e+08,2016,57500,"VRZ","Automatic","Hitam",2393,"Toyota","Fortuner",7,"DKI Jakarta » Tangerang"
"1080",1.75e+08,2014,64000,"TRD Sportivo","Automatic","Orange",1497,"Toyota","Yaris",5,"Jawa Timur » Tegalsari"
"1081",8e+07,2008,197500,"S","Automatic","Hitam",1495,"Toyota","Avanza",7,"Banten » Banjar Wijaya"
"1082",1.45e+08,2010,64602,"RS","Automatic","Abu-abu",1496,"Honda","Jazz",5,"DKI Jakarta » Kelapa Gading"
"1083",7.5e+07,2004,200000,"G","Manual","Emas",1496,"Toyota","Vios",5,"Jawa Timur » Magersari"
"1084",4.7e+07,1995,200000,"","Manual","Biru",1589,"Daihatsu","Feroza",5,"Jawa Barat » Cimahi Tengah"
"1085",5.2e+07,1996,185,"","Manual","Biru",1295,"Toyota","Starlet",5,"Banten » Tangerang Kota"
"1086",1.1e+08,2010,139000,"TRD","Automatic","Silver",1497,"Toyota","Vios",5,"Jawa Barat » Sukaraja"
"1087",1.1e+08,2019,10000,"G","Manual","Hitam",1197,"Toyota","Calya",7,"DKI Jakarta » Kebon Jeruk"
"1088",1.13e+08,2015,57500,"E","Automatic","Putih",1198,"Honda","Brio",5,"DKI Jakarta » Jatinegara"
"1089",2.2e+08,2016,43000,"RS","Manual","Silver",1497,"Honda","Jazz",5,"Jawa Timur » Mojosari"
"1090",1.32e+08,2017,29000,"Satya E","Automatic","Merah",1199,"Honda","Brio",5,"Jawa Barat » Rawalumbu"
"1091",1.75e+08,2015,40000,"TRD Sportivo","Automatic","Merah",1497,"Toyota","Yaris",5,"Jawa Tengah » Batang"
"1092",1.66e+08,2020,300,"Satya E","Automatic","Merah",1199,"Honda","Brio",5,"Jawa Barat » Solokan Jeruk"
"1093",1.05e+08,2011,77500,"G","Manual","Putih",2494,"Toyota","Kijang Innova",8,"Jawa Barat » Pameungpeuk"
"1094",1.23e+08,2008,147000,"V","Automatic","Hitam",2362,"Toyota","Camry",5,"Jawa Barat » Bintara"
"1095",1.2e+08,2011,130000,"Cross Over","Automatic","Putih",1490,"Suzuki","SX4",5,"DKI Jakarta » Tebet"
"1096",2.7e+08,2016,82000,"Highway Star","Automatic","Hitam",1997,"Nissan","Serena",7,"Jawa Timur » Margomulyo"
"1097",1.43e+08,2017,44000,"E","Manual","Silver",1496,"Honda","Mobilio",7,"DKI Jakarta » Grogol"
"1098",8e+07,2002,203578,"LS Hi Grade","Manual","Emas",2499,"Isuzu","Panther",7,"Banten » Villa Melati Mas"
"1099",3.5e+07,1968,500000,"1.6","Manual","Biru",1608,"Fiat","125",4,"DKI Jakarta » Halim"
"1100",2.58e+08,2018,31000,"E Special Edition","Automatic","Silver",1497,"Honda","HR-V",5,"DKI Jakarta » Cinere"
"1101",1.64e+08,2012,52500,"LS","Manual","Coklat",2499,"Isuzu","Panther",7,"DKI Jakarta » Cipayung"
"1102",1.8e+08,2017,22500,"GL","Automatic","Hitam",1373,"Suzuki","Baleno",5,"DKI Jakarta » Jagakarsa"
"1103",1.75e+08,2013,48000,"S","Automatic","Putih",1497,"Honda","Freed",7,"Jawa Barat » Lengkong"
"1104",5.8e+09,2012,7500,"LP 700-4","Automatic","Orange",6498,"Lamborghini","Aventador",2,"DKI Jakarta » Cipete"
"1105",4.2e+07,1992,20000,"","Manual","Abu-abu",1600,"Toyota","Corolla",5,"Jawa Tengah » Karangawen"
"1106",6.1e+07,1996,152500,"E36 1.8 Manual","Manual","Biru",1796,"BMW","318i",5,"DKI Jakarta » Jatiwaringin"
"1107",1.85e+08,2018,35000,"GX","Automatic","Coklat",1462,"Suzuki","Ertiga",7,"Jawa Barat » Tanah Sareal"
"1108",1.1e+08,2017,36000,"X","Manual","Orange",1197,"Daihatsu","Ayla",5,"Yogyakarta » Sleman"
"1109",6e+07,2012,300000,"Manual","Manual","Marun",1500,"Toyota","Limo",5,"DKI Jakarta » Cengkareng"
"1110",1.1e+08,2011,85000,"Highway Star","Automatic","Abu-abu",1998,"Nissan","Serena",7,"Jawa Barat » Purwakarta"
"1111",9.7e+07,1997,112500,"E36 1.8","Automatic","Biru",1796,"BMW","318i",5,"DKI Jakarta » Duren Sawit"
"1112",9.5e+07,2018,89000,"X","Manual","Putih",1197,"Daihatsu","Sigra",7,"DKI Jakarta » Cilandak"
"1113",1.3e+08,2009,87500,"G","Manual","Abu-abu",1998,"Toyota","Kijang Innova",8,"Jawa Barat » Rawalumbu"
"1114",8.2e+07,2007,102500,"VTEC","Automatic","Biru",1497,"Honda","Jazz",5,"Jawa Barat » Tarumajaya"
"1115",2.75e+08,2019,9000,"SPORT","Automatic","Hitam",1499,"Mitsubishi","Xpander",7,"Jawa Barat » Antapani"
"1116",8.7e+07,2002,202500,"E46","Automatic","Silver",1995,"BMW","318i",5,"Jawa Barat » Soekarno Hatta"
"1117",1.5e+08,2012,107500,"G","Automatic","Putih",1998,"Toyota","Kijang Innova",8,"Jawa Timur » Wonokromo"
"1118",106500000,2005,87500,"LV","Manual","Silver",2499,"Isuzu","Panther",7,"Jawa Timur » Kedungkandang"
"1119",2.89e+08,2018,12500,"E Special Edition","Automatic","Hitam",1497,"Honda","HR-V",5,"DKI Jakarta » Kelapa Gading"
"1120",4.9e+07,2002,150000,"Deluxe","Manual","Abu-abu",1584,"Mitsubishi","Kuda",8,"Jawa Barat » Cikarang"
"1121",8.8e+07,2003,202500,"L300","Manual","Coklat",2477,"Mitsubishi","Colt L300",3,"Jawa Timur » Bubutan"
"1122",1.35e+08,2011,70889,"2.4","Automatic","Silver",2393,"Suzuki","Grand Vitara",5,"Sumatera Utara » Medan"
"1123",1.22e+08,2008,102500,"G","Automatic","Silver",1998,"Toyota","Kijang Innova",8,"Jawa Barat » Tambun Selatan"
"1124",6e+07,1989,175000,"","Manual","Putih",1500,"Honda","Civic",5,"Jawa Barat » Lembursitu"
"1125",2.1e+08,2009,100000,"Exceed","Automatic","Hitam",2477,"Mitsubishi","Pajero Sport",7,"DKI Jakarta » Cakung"
"1126",6.9e+08,2016,8700,"AMG","Automatic","Hitam",1991,"Mercedes-Benz","C250",5,"Jawa Barat » Baranang Siang"
"1127",6e+07,2010,500000,"","Manual","Hitam",1500,"Toyota","Limo",5,"Banten » Pandeglang"
"1128",1.57e+08,2012,92009,"C140","Automatic","Hitam",1998,"Chevrolet","Captiva",7,"Sumatera Utara » Medan Johor"
"1129",1.92e+08,2017,32500,"E Prestige","Automatic","Putih",1497,"Honda","BR-V",7,"Yogyakarta » Sleman"
"1130",8.5e+07,2011,56000,"Ultimate","Automatic","Putih",1498,"Nissan","Grand Livina",7,"Banten » Alam Sutera"
"1131",2.15e+08,2019,6500,"G","Automatic","Emas",1496,"Toyota","Yaris",5,"Sulawesi Selatan » Makasar"
"1132",1.15e+08,2014,60000,"SV","Automatic","Abu-abu",1498,"Nissan","Grand Livina",7,"DKI Jakarta » Lenteng Agung"
"1133",1.7e+08,2017,67500,"V","Automatic","Hitam",1497,"Toyota","Sienta",7,"Banten » Tangerang Kota"
"1134",1.38e+08,2012,91000,"1.5 CVT","Automatic","Biru",1498,"Nissan","Juke",5,"Yogyakarta » Sleman"
"1135",1.53e+08,2017,47500,"GL","Automatic","Putih",1373,"Suzuki","Baleno",5,"Banten » Tangerang Kota"
"1136",1.6e+08,2005,77500,"TDi","Automatic","Abu-abu",2460,"Volkswagen","Caravelle",7,"DKI Jakarta » Pasar Minggu"
"1137",1.53e+08,2017,47500,"GL","Automatic","Putih",1373,"Suzuki","Baleno",5,"Banten » Tangerang Kota"
"1138",1.7e+08,2017,67500,"V","Automatic","Hitam",1497,"Toyota","Sienta",7,"Banten » Karawaci"
"1139",1.53e+08,2017,47500,"GL","Automatic","Putih",1373,"Suzuki","Baleno",5,"DKI Jakarta » Pesanggarahan"
"1140",1.7e+08,2017,72500,"V","Automatic","Hitam",1497,"Toyota","Sienta",7,"Banten » Karawaci"
"1141",1.53e+08,2017,47500,"GL","Automatic","Putih",1373,"Suzuki","Baleno",5,"Banten » Karawaci"
"1142",1.27e+08,2019,8000,"TRD","Manual","Merah",1197,"Toyota","Agya",5,"Jawa Tengah » Semarang Barat"
"1143",3.9e+07,1995,150000,"","Manual","Abu-abu",1000,"Suzuki","Carry",7,"Jawa Timur » Krian"
"1144",2.69e+08,2017,14000,"E Mugen","Automatic","Hitam",1497,"Honda","HR-V",5,"Banten » Tangerang Kota"
"1145",6.3e+07,2005,247500,"Standard","Manual","Hitam",2499,"Isuzu","Pickup",3,"DKI Jakarta » Daan Mogot"
"1146",1.68e+08,2012,125000,"2.3 A/T","Automatic","Putih",2260,"Mazda","8",7,"Banten » Tangerang Kota"
"1147",199900000,2012,72500,"SXT Luxury","Automatic","Orange",2360,"Dodge","Journey",7,"DKI Jakarta » Kelapa Gading"
"1148",7e+07,2005,200000,"i-DSI","Automatic","Emas",1497,"Honda","Jazz",5,"Jawa Barat » Sawangan"
"1149",3.3e+08,2013,40000,"Luxury","Automatic","Hitam",1997,"BMW","320i",5,"Jawa Barat » Setiabudi"
"1150",2.85e+08,2007,152500,"EXCEED","Automatic","Hitam",2972,"Mitsubishi","Pajero",7,"Jawa Barat » Cirebon"
"1151",1.44e+08,2012,122500,"RS","Manual","Silver",1496,"Honda","Jazz",5,"Jawa Tengah » Wonosobo"
"1152",139500000,2014,80000,"TX ADVENTURE","Automatic","Silver",1495,"Daihatsu","Terios",7,"Jawa Timur » Kepanjen"
"1153",69900000,2004,160000,"XL-7","Automatic","Hitam",2493,"Suzuki","Grand Escudo",7,"DKI Jakarta » Kelapa Gading"
"1154",1.04e+08,2011,108000,"G","Manual","Hitam",1497,"Toyota","Vios",5,"Banten » Rajeg"
"1155",3.3e+07,1997,300000,"DOHC","Manual","Biru",1498,"Timor","S-515i",5,"Jawa Timur » Binangun"
"1156",8.7e+07,2013,73000,"LTZ","Automatic","Abu-abu",1485,"Chevrolet","Spin",7,"DKI Jakarta » Kebon Jeruk"
"1157",1.05e+08,2010,182500,"G","Automatic","Silver",1497,"Toyota","Vios",5,"Banten » Banjar Wijaya"
"1158",1.53e+08,2008,122500,"XLT","Manual","Hitam",2499,"Ford","Everest",7,"Jawa Timur » Bondowoso"
"1159",2.2e+08,2012,85000,"G","Automatic","Abu-abu",2494,"Toyota","Fortuner",7,"DKI Jakarta » Puri Indah"
"1160",1e+08,2013,72500,"GL","Manual","Silver",1368,"Hyundai","Grand Avega",5,"Jawa Barat » Depok Lama"
"1161",2.85e+08,2017,40016,"Prestige","Automatic","Hitam",1799,"Honda","HR-V",5,"DKI Jakarta » Pesanggarahan"
"1162",1.35e+08,2013,55000,"GX","Manual","Putih",1372,"Suzuki","Swift",5,"Kalimantan Timur » Balikpapan Tengah"
"1163",3.5e+08,2015,72500,"G TRD","Automatic","Hitam",2494,"Toyota","Fortuner",7,"Jawa Timur » Surabaya"
"1164",2e+09,2018,3919,"V222","Automatic","Hitam",2999,"Mercedes-Benz","S450 L",5,"Jawa Timur » Malang Kota"
"1165",1.25e+08,2008,157500,"2.4 i-VTEC","Automatic","Silver",2354,"Honda","CR-V",5,"Jawa Barat » Bogor Selatan"
"1166",1.19e+08,2012,80000,"E","Automatic","Hitam",1497,"Toyota","Yaris",5,"DKI Jakarta » SCBD"
"1167",1.35e+08,2017,150000,"Hybrid ZDi","Manual","Abu-abu",1248,"Suzuki","Ertiga",7,"Banten » Bojong Nangka"
"1168",1.8e+08,2018,12500,"GL","Automatic","Abu-abu",1462,"Suzuki","Ertiga",7,"Jawa Tengah » Semarang Barat"
"1169",1.1e+08,2018,15000,"S L Lux","Manual","Hitam",1485,"Wuling","Confero",8,"Jawa Timur » Sukolilo"
"1170",1.21e+08,2017,25000,"Satya E","Automatic","Silver",1199,"Honda","Brio",5,"DKI Jakarta » Tanjung Duren"
"1171",2.85e+08,2018,7500,"","Manual","Kuning",3908,"Mitsubishi","Colt",18,"Jawa Barat » Pondok Gede"
"1172",88500000,2013,62500,"V","Manual","Merah",1498,"Mazda","2",5,"Banten » Ciledug"
"1173",1.35e+08,2014,62500,"Veloz","Automatic","Hitam",1496,"Toyota","Avanza",7,"DKI Jakarta » Sunter"
"1174",1.65e+08,2007,107000,"","Automatic","Hitam",2495,"Nissan","Elgrand",7,"Jawa Barat » Jatiwaringin"
"1175",1.28e+08,2008,159405,"2.4 i-VTEC","Automatic","Abu-abu",2354,"Honda","CR-V",5,"Jawa Barat » Cibinong"
"1176",126500000,2015,79000,"RS","Automatic","Abu-abu",1496,"Honda","Mobilio",7,"Jawa Barat » Cimanggis"
"1177",57500000,1974,297500,"1.3 Manual","Manual","Biru",1300,"Volkswagen","Beetle",4,"Jawa Barat » Bekasi"
"1178",1.15e+08,2014,36000,"1.5L","Automatic","Silver",1498,"Nissan","March",5,"DKI Jakarta » Taman Ratu"
"1179",2.25e+08,2017,26155,"S","Automatic","Putih",1497,"Honda","HR-V",5,"Jawa Barat » Geger Kalong"
"1180",1.03e+08,2012,82500,"GL","Manual","Biru",1373,"Suzuki","Ertiga",7,"DKI Jakarta » Radio Dalam"
"1181",1.35e+08,2014,42900,"Titanium","Automatic","Putih",1499,"Ford","EcoSport",5,"DKI Jakarta » Meruya"
"1182",1.42e+08,2013,92500,"E","Automatic","Abu-abu",1497,"Honda","City",5,"Banten » Banjar Wijaya"
"1183",52500000,1997,175000,"","Manual","Abu-abu",1600,"Toyota","Corolla",5,"Jawa Barat » Batununggal"
"1184",3.55e+08,2015,27000,"Special Edition","Automatic","Marun",1497,"Honda","CR-Z",4,"DKI Jakarta » Kuningan"
"1185",4.22e+08,2017,17500,"VRZ","Automatic","Hitam",2393,"Toyota","Fortuner",7,"Jawa Barat » Sarijadi"
"1186",1.28e+08,2017,27500,"E","Manual","Putih",1329,"Toyota","Avanza",7,"Banten » Banjar Wijaya"
"1187",2.09e+08,2017,59369,"ULTIMATE","Automatic","Putih",1499,"Mitsubishi","Xpander",7,"DKI Jakarta » Ciputat"
"1188",1.25e+08,2019,7500,"TRD","Automatic","Merah",1197,"Toyota","Agya",5,"DKI Jakarta » Radio Dalam"
"1189",8.5e+07,2012,257,"X STD","Manual","Silver",1298,"Daihatsu","Xenia",7,"Banten » Pasarkemis"
"1190",1.5e+08,2012,59000,"RS","Automatic","Silver",1496,"Honda","Jazz",5,"Jawa Tengah » Solo"
"1191",7.5e+07,2017,42500,"BBA","Manual","Abu-abu",999,"Renault","Kwid",5,"DKI Jakarta » Kalideres"
"1192",1.8e+08,2012,123000,"Grand Touring","Automatic","Putih",2488,"Mazda","CX-5",5,"Jawa Barat » Setiabudi"
"1193",2.1e+08,2015,88000,"E","Automatic","Putih",1497,"Honda","HR-V",5,"DKI Jakarta » Rawamangun"
"1194",1.28e+08,2011,107500,"ST","Automatic","Hitam",2488,"Nissan","X-Trail",5,"Banten » Serpong Park"
"1195",9.4e+07,2014,82500,"A5B","Automatic","Coklat",1197,"Suzuki","Splash",5,"DKI Jakarta » Radio Dalam"
"1196",6.5e+07,2004,122500,"T200","Manual","Silver",1498,"Chevrolet","Aveo",5,"Jawa Tengah » Banjarsari"
"1197",8.6e+07,2011,102500,"XV","Automatic","Abu-abu",1498,"Nissan","Grand Livina",7,"DKI Jakarta » Radio Dalam"
"1198",1.45e+08,2016,67500,"E","Automatic","Silver",1496,"Honda","Mobilio",7,"Banten » Banjar Wijaya"
"1199",4.5e+07,1994,296000,"","Manual","Biru",1300,"Toyota","Starlet",5,"Banten » Ciputat"
"1200",150303000,2013,97500,"Pearl White","Automatic","Silver",1998,"Chevrolet","Captiva",7,"DKI Jakarta » Tebet"
"1201",2.7e+08,2017,137000,"G","Manual","Putih",2393,"Toyota","Kijang Innova",8,"Jawa Timur » Kalipuro"
"1202",5.85e+08,2015,52500,"XU60","Automatic","Hitam",1986,"Toyota","Harrier",5,"Jawa Timur » Mulyorejo"
"1203",1.61e+08,2016,67500,"G","Automatic","Hitam",1496,"Toyota","Vios",5,"Jawa Timur » Sukolilo"
"1204",1.28e+08,2015,77500,"G","Manual","Silver",1298,"Toyota","Avanza",7,"Jawa Barat » Bandung"
"1205",9.8e+07,2012,109000,"R","Automatic","Putih",1298,"Daihatsu","Xenia",7,"Banten » Tangerang Kota"
"1206",1.3e+08,2013,89000,"Highway Star","Automatic","Marun",1498,"Nissan","Grand Livina",7,"Jawa Barat » Jatibening"
"1207",3.2e+08,2017,22500,"V","Automatic","Hitam",1798,"Toyota","Corolla Altis",5,"DKI Jakarta » Cilandak"
"1208",4.8e+07,2001,195000,"GLi","Automatic","Hitam",1498,"Toyota","Soluna",5,"Jawa Barat » Puncak"
"1209",1.29e+08,2008,92500,"2.0 i-VTEC","Manual","Hitam",1997,"Honda","CR-V",5,"DKI Jakarta » Rawamangun"
"1210",4.5e+08,2018,7500,"Prestige Prestige VTEC","Automatic","Putih",1498,"Honda","CR-V",7,"Sumatera Utara » Medan"
"1211",1.05e+08,2013,130000,"SV","Automatic","Silver",1498,"Nissan","Grand Livina",7,"Jawa Timur » Gedangan"
"1212",1.3e+08,2017,35000,"TRD","Automatic","Silver",1197,"Toyota","Agya",5,"Lampung » Metro Utara"
"1213",1.25e+08,2016,62500,"G","Manual","Putih",1497,"Toyota","Sienta",7,"Jawa Barat » Pameungpeuk"
"1214",8.3e+07,2010,219000,"SGX Luxury","Manual","Hitam",1493,"Suzuki","APV",7,"Jambi » Tanah Sepenggal"
"1215",4.9e+07,2001,112500,"DX","Manual","Biru",970,"Suzuki","Karimun",5,"Jawa Barat » Bojonggede"
"1216",7.8e+07,2002,100000,"LGX","Manual","Biru",1781,"Toyota","Kijang",8,"DKI Jakarta » Cakung"
"1217",1.18e+08,2017,23000,"R Deluxe","Automatic","Putih",1197,"Daihatsu","Ayla",5,"Jawa Barat » Cimanggis"
"1218",1.06e+08,2015,32500,"D FMC DELUXE","Manual","Biru",1298,"Daihatsu","Sirion",5,"DKI Jakarta » Ulujami"
"1219",2e+08,2017,12000,"S","Manual","Hitam",1497,"Honda","HR-V",5,"Jawa Barat » Sukabumi"
"1220",1.35e+08,2013,34000,"GX","Manual","Silver",1372,"Suzuki","Swift",5,"Bali » Tonja"
"1221",1.58e+08,2013,90000,"A","Automatic","Abu-abu",1497,"Honda","Freed",7,"Banten » BSD City"
"1222",2.1e+09,2014,32500,"Autobiography","Automatic","Silver",5000,"Land Rover","Range Rover",5,"DKI Jakarta » Pasar Baru"
"1223",7.5e+07,1997,50000,"","Automatic","Hijau",1596,"Honda","Civic",5,"DKI Jakarta » Lenteng Agung"
"1224",1.11e+08,2017,50100,"G","Automatic","Hitam",1197,"Toyota","Calya",7,"DKI Jakarta » Halim"
